Id,MSZoning,LotArea,LotShape,LotConfig,Neighborhood,Condition1,BldgType,OverallQual,OverallCond,YearBuilt,RoofMatl,Exterior1st,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,TotalBsmtSF,HeatingQC,CentralAir,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageCars,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MiscVal,SaleType,SaleCondition,LogSalePrice
590,1,9100,3,4,3,2,0,5,6,34,0,2,3,1,0,2,4,1,6,742,1,1,935,1,0,2,3,4,6,0,2,1,0,0,0,0,0,600,8,0,11.283512300642423
591,2,8320,3,4,5,0,0,7,5,105,0,2,2,1,1,2,4,1,2,770,0,1,1582,2,1,3,2,6,6,0,0,2,0,45,0,0,0,0,8,0,12.132964173709535
592,2,13478,0,0,16,0,0,10,5,109,0,2,0,1,1,0,4,0,2,1722,0,1,2296,3,1,3,0,10,6,1,2,3,382,274,0,0,0,0,4,0,13.021326833226556
593,2,6600,3,4,11,0,0,5,6,83,0,2,3,1,1,2,1,1,2,816,0,1,816,2,0,2,3,4,6,0,2,2,0,0,0,0,0,0,8,0,11.835008964139341
594,1,4435,3,4,5,0,1,6,5,104,0,2,2,1,1,2,4,1,2,848,0,1,848,2,0,1,2,4,6,0,0,2,140,0,0,0,0,0,8,0,11.84939770159144
595,2,7990,0,4,5,0,0,5,6,76,0,2,3,1,1,2,4,1,6,924,1,1,924,1,0,3,3,5,6,0,2,1,0,0,0,0,0,0,8,0,11.608235644774552
596,2,11302,0,4,22,0,0,8,5,106,0,2,2,1,1,2,4,0,2,1814,0,1,1826,3,0,3,2,7,6,1,0,3,180,75,0,0,120,0,6,1,12.672946381766982
597,1,3600,3,4,17,0,0,6,6,14,0,2,3,1,1,2,4,1,6,684,0,0,1368,1,0,3,3,7,6,0,2,1,0,158,0,0,0,0,8,0,11.648365035864053
598,2,3922,3,4,0,0,1,7,5,107,0,2,2,1,1,0,4,1,6,1258,0,1,1402,0,4,2,2,7,6,1,0,3,120,16,0,0,0,0,6,1,12.17664898415669
599,2,12984,3,4,6,0,0,5,6,78,0,2,3,1,1,2,4,1,0,1430,0,1,1647,3,0,3,2,7,6,1,0,2,0,0,0,0,0,0,8,0,12.289954129510877
600,1,1950,3,4,1,0,1,6,6,81,0,2,3,1,1,2,4,1,3,716,1,1,1556,3,1,3,3,6,6,1,0,2,161,0,0,0,0,0,0,0,11.925035115797062
601,2,10927,3,4,16,0,0,8,5,106,0,2,2,1,1,2,4,1,2,1058,0,1,1904,3,1,3,0,8,6,1,2,2,179,60,0,0,0,0,8,0,12.524526376648708
602,1,9000,3,4,9,0,0,6,6,40,0,2,3,1,1,2,4,1,6,780,1,1,1375,1,1,3,2,6,6,1,2,1,0,162,0,0,126,0,8,0,11.856515169360305
603,2,10041,0,4,20,0,0,8,5,93,0,2,2,1,1,2,4,1,2,908,0,1,1915,3,1,3,2,8,6,1,0,2,120,150,0,0,0,0,8,1,12.301382825334498
604,1,3182,3,4,21,0,1,7,5,105,0,2,2,1,1,2,4,1,6,600,0,1,1200,2,1,2,2,4,6,0,2,2,0,172,0,0,0,0,8,0,11.925035115797062
605,2,12803,0,4,5,0,0,7,5,103,0,2,2,1,1,2,4,1,2,1494,0,1,1494,3,0,3,2,6,6,1,0,2,192,36,0,0,0,0,8,0,12.30591798049989
606,2,13600,3,4,12,0,0,7,6,66,0,2,3,1,1,2,4,1,1,768,1,1,1986,2,1,3,3,7,6,3,0,2,0,42,0,0,189,0,8,0,12.230765258120545
607,2,12464,1,0,5,0,0,5,5,97,0,2,3,1,1,2,4,1,2,1040,1,1,1040,2,0,3,2,6,6,0,2,2,168,0,0,0,0,0,8,0,11.931635799828413
608,2,7800,3,4,7,0,0,5,6,49,0,2,3,1,1,2,1,1,2,896,0,1,2008,4,0,3,0,8,6,0,0,1,103,0,0,0,0,0,8,0,12.323855681186558
609,2,12168,3,4,6,0,0,8,6,37,0,1,3,1,1,2,4,1,1,965,1,1,3194,2,1,4,3,10,6,2,2,2,0,0,0,0,0,0,8,1,12.791356180214175
610,2,7943,3,4,19,1,0,4,5,62,0,2,3,0,1,2,4,1,5,1029,1,1,1029,2,0,3,3,5,6,0,0,1,64,0,39,0,0,0,8,0,11.682668239557323
611,2,11050,3,4,5,1,0,9,5,101,0,2,2,1,1,0,4,1,2,1440,0,1,2153,3,1,3,0,8,6,2,0,3,253,142,0,0,0,0,8,0,12.65395846952229
612,2,10395,0,2,14,0,0,6,6,79,0,2,3,1,1,2,4,1,0,1032,1,1,1032,2,1,3,3,6,6,1,0,2,0,0,0,0,0,500,8,0,11.904967552746252
613,2,11885,3,4,5,0,0,8,5,102,0,2,2,1,1,2,4,1,2,1299,0,1,1872,3,1,3,0,7,6,1,2,2,160,122,0,0,0,0,8,0,12.474189562487116
614,2,8402,3,4,11,1,0,5,5,108,0,2,3,1,1,2,4,1,0,1120,0,1,1120,1,0,3,3,6,6,0,1,0,0,30,0,0,0,0,6,1,11.898187865760873
615,1,1491,3,4,10,0,1,4,6,73,0,2,3,1,1,2,4,1,3,630,0,1,630,2,0,1,3,3,6,0,1,0,96,24,0,0,0,0,8,0,11.231887935237117
616,2,8800,3,4,12,1,0,6,6,64,0,2,3,1,1,2,4,0,2,936,0,1,1054,2,0,3,2,6,6,0,0,2,120,0,0,0,0,0,8,1,11.831379196088763
617,2,7861,0,4,8,0,0,6,5,103,0,2,2,1,1,2,4,1,2,783,0,1,1509,3,1,3,2,7,6,1,0,2,100,75,0,0,0,0,8,0,12.118333731222167
618,2,7227,3,0,12,1,0,6,6,55,0,2,3,1,1,2,4,1,6,832,1,1,832,1,0,2,2,4,6,0,2,2,0,0,0,0,0,0,8,0,11.566466231898259
619,2,11694,3,4,16,0,0,9,5,108,0,2,0,1,1,0,4,1,2,1822,0,1,1828,2,0,3,2,9,6,1,0,3,0,108,0,0,260,0,6,1,12.659734090733718
620,2,12244,3,4,23,0,0,8,5,104,0,2,2,1,1,2,4,0,2,1482,0,1,2262,3,1,4,2,10,6,2,0,3,168,0,0,0,0,0,8,0,12.628067055589549
621,2,8248,3,4,7,0,0,3,3,18,0,2,3,1,0,2,4,1,1,864,1,0,864,2,0,2,3,5,6,0,1,0,0,0,100,0,0,0,8,0,11.112447898373103
622,2,10800,3,4,14,0,0,6,6,75,0,2,3,1,1,2,4,1,0,1522,1,1,2614,2,1,4,3,9,6,1,0,2,38,243,0,0,0,0,8,0,12.388394202324129
623,2,7064,3,4,19,0,0,5,6,78,0,2,3,1,1,2,4,1,1,980,1,1,980,1,0,3,3,6,6,0,2,2,192,0,0,0,0,0,8,0,11.813030057420567
624,1,2117,3,4,21,0,1,6,5,101,0,2,2,1,1,2,4,1,2,756,0,1,1512,2,1,2,2,4,6,1,2,2,0,32,0,0,0,0,8,0,12.034691028774553
625,2,10400,3,4,14,0,0,6,5,73,0,2,3,1,1,2,4,1,5,732,1,1,1790,2,2,4,3,8,3,1,0,2,148,0,0,0,147,0,8,0,12.014609430818936
626,2,10000,0,0,12,0,0,6,6,63,0,2,3,1,1,2,4,1,6,1116,1,1,1116,1,1,3,3,5,6,0,0,2,0,0,0,0,385,0,8,0,11.982929094215963
627,2,12342,0,4,12,0,0,5,5,61,0,2,3,1,1,2,4,1,6,978,1,1,1422,1,0,3,3,6,2,1,0,1,0,0,36,0,0,600,8,0,11.848683160653573
628,2,9600,3,4,12,0,0,6,6,56,0,0,3,1,1,2,4,1,1,1156,0,1,1520,2,0,3,3,7,6,2,2,1,0,0,189,0,0,0,8,0,11.938193200374572
629,2,11606,0,4,12,0,0,5,5,70,0,2,3,1,1,2,4,1,5,1040,1,1,2080,1,3,5,1,9,6,2,0,2,335,0,0,0,0,0,8,1,11.813030057420567
630,2,9020,3,0,12,1,0,6,5,65,1,2,3,1,1,2,4,0,2,1248,1,1,1350,2,1,3,3,6,6,0,0,2,176,0,0,0,0,0,8,0,12.034691028774553
631,1,9000,3,0,17,1,0,5,6,2,0,2,3,1,0,2,0,1,6,636,1,1,1750,1,0,3,0,8,6,0,2,1,0,0,293,0,0,0,8,1,11.728036844587175
632,2,4590,3,4,16,0,1,8,5,107,0,2,2,1,1,2,1,1,2,1554,0,1,1554,2,0,2,2,6,6,1,0,2,156,73,0,0,0,0,8,0,12.25247901834433
633,2,11900,3,4,14,0,0,7,5,78,0,2,3,1,1,2,4,1,0,1386,1,1,1411,2,0,3,3,6,6,1,0,2,192,0,0,0,0,0,8,1,11.320553572322773
634,2,9250,3,0,12,0,0,5,6,55,0,2,3,1,1,2,4,1,1,1056,1,1,1056,1,1,3,3,6,6,0,0,1,390,0,0,0,0,0,8,0,11.845102777308561
635,2,6979,3,4,17,0,1,6,5,81,0,2,3,1,1,2,4,1,2,1056,1,1,1056,2,0,0,3,4,6,0,2,2,264,56,0,0,0,600,8,0,11.877568578558138
636,1,10896,3,4,18,1,1,6,6,18,0,2,1,1,1,2,0,1,3,1440,0,1,3395,2,0,8,1,14,6,0,1,0,0,110,0,0,0,0,8,1,12.206072645530174
637,1,6120,3,4,3,0,0,2,3,39,0,0,1,0,0,2,0,1,6,264,1,0,800,1,0,1,1,4,0,1,1,0,0,0,0,0,0,0,5,0,11.002099841204238
638,1,6000,3,4,17,0,1,5,4,55,0,2,3,1,1,2,4,1,6,811,1,1,1387,2,0,3,2,7,6,0,2,1,0,0,0,0,0,0,8,0,11.440354772135393
639,2,8777,3,4,7,1,0,5,6,14,0,2,3,1,1,2,4,1,6,796,1,1,796,1,0,2,3,4,6,0,1,0,328,0,164,0,0,0,8,0,11.350406535472453
640,2,3982,3,4,0,0,1,8,5,107,0,2,2,1,1,2,1,1,2,1520,0,1,1567,3,0,1,0,7,6,1,0,3,312,0,0,0,0,0,6,1,12.485827127509431
641,2,12677,0,4,16,0,1,8,5,104,0,2,0,1,1,0,4,0,2,1518,0,1,1518,1,1,1,0,6,6,1,0,2,185,140,0,0,0,0,8,0,12.520883385370206
642,1,7050,3,4,21,0,0,7,5,102,0,2,2,1,1,2,4,1,2,1057,0,1,1929,3,1,3,2,7,6,1,0,2,0,235,0,0,0,0,8,0,12.328290278254423
643,2,13860,3,4,12,0,0,8,6,73,0,2,2,1,1,2,4,0,2,1952,1,1,2704,3,1,4,0,9,6,3,0,2,269,111,0,0,0,0,8,0,12.751299696013497
644,2,10793,3,4,14,2,0,5,5,70,0,2,3,1,1,2,4,1,5,780,0,1,1620,2,1,4,3,7,2,0,0,2,208,0,0,0,0,0,8,0,11.931635799828413
645,1,9187,3,4,21,0,0,9,5,110,0,2,0,1,1,0,4,1,2,1766,0,1,1766,3,1,2,0,7,6,1,0,3,195,130,0,0,0,0,6,1,12.823628446539173
646,2,10530,0,0,12,0,0,6,5,72,0,2,3,1,1,2,4,1,0,981,1,1,981,2,1,3,3,5,6,0,2,2,0,312,40,0,0,0,8,0,11.872346634576987
647,2,7200,3,4,12,0,0,5,5,51,0,2,3,1,1,1,2,2,4,0,1,1,1048,1,0,3,3,7,2,0,2,2,0,27,0,0,0,0,8,0,11.495779306135258
648,2,10452,0,4,7,0,0,6,5,54,0,2,3,1,1,2,4,1,5,1094,0,1,1094,1,0,3,3,5,6,2,0,2,0,0,0,0,287,0,8,0,11.951180395901384
649,2,7700,3,4,12,1,0,6,5,67,0,2,3,1,1,2,4,1,6,756,1,1,1839,1,1,4,3,7,6,1,0,2,0,124,216,0,0,0,8,0,11.951180395901384
650,1,1936,3,4,10,0,1,4,6,71,0,2,3,1,1,2,4,1,1,630,1,1,630,2,0,1,3,3,6,0,1,0,0,0,0,0,0,0,8,0,11.344506813345266
651,1,8125,3,4,21,0,0,7,6,108,0,2,2,1,1,2,4,1,6,813,0,1,1665,2,1,3,2,7,6,0,0,2,0,0,0,0,0,0,8,0,12.235388699864227
652,2,9084,3,4,7,1,0,4,5,43,0,2,3,1,1,2,4,1,6,755,1,1,1510,2,0,4,3,7,6,1,2,1,120,0,0,0,0,0,8,0,11.589886506106357
653,2,8750,3,4,5,0,0,7,5,97,0,2,2,1,1,2,4,1,6,880,0,1,1716,2,1,2,2,7,6,1,0,2,0,120,0,0,0,0,8,0,12.160028707028767
654,1,10320,3,4,9,0,0,6,6,12,0,2,3,1,1,2,4,1,6,756,0,1,1469,1,0,3,3,7,6,0,2,1,57,0,239,0,0,0,8,0,11.813030057420567
655,2,10437,0,4,15,0,0,8,6,96,0,2,2,1,1,2,4,0,2,2109,0,1,2113,3,1,2,2,7,6,1,0,3,236,46,0,0,0,0,8,0,12.765688433465597
656,1,1680,3,4,2,0,1,6,5,72,0,2,3,1,1,2,4,1,6,525,1,1,1092,1,1,3,3,6,6,0,2,1,0,0,0,0,0,0,8,1,11.385092093460344
657,2,10007,0,4,12,0,0,5,6,60,0,2,2,1,1,2,4,1,0,1053,0,1,1053,2,1,3,2,5,6,0,0,1,0,0,0,0,0,0,8,0,11.887931365593685
658,2,7200,3,4,6,0,0,7,6,35,0,2,3,0,0,2,4,1,6,776,1,1,1502,1,1,3,3,6,6,1,0,1,0,0,112,0,0,0,8,0,11.911701584927597
659,2,17503,3,4,12,1,0,6,5,49,0,2,3,1,1,2,4,1,6,912,1,1,1458,1,1,3,3,6,6,1,0,1,192,0,0,0,0,0,8,1,11.487607656985938
660,2,9937,3,0,7,0,0,5,6,65,0,2,3,1,1,2,4,1,1,1486,0,1,1486,2,0,3,3,7,6,0,2,2,0,0,0,0,0,0,8,0,12.025749091398891
661,2,12384,3,1,14,0,0,7,6,77,0,2,3,1,1,2,4,1,6,793,1,1,1935,2,1,3,3,7,6,1,0,2,0,113,252,0,0,0,8,0,12.195517131590657
662,2,46589,1,1,15,0,0,8,6,95,0,2,2,1,1,2,1,1,2,1629,0,1,2448,3,1,4,2,8,6,1,0,3,517,76,0,0,0,0,8,0,12.904207367601158
663,2,13560,3,0,12,0,0,6,3,69,0,2,3,1,1,2,0,1,6,1392,1,1,1392,2,0,2,3,5,1,2,0,2,0,0,240,0,0,0,8,0,11.608235644774552
664,2,10012,3,4,7,0,0,4,5,73,0,2,3,1,1,2,4,1,1,1138,1,1,1181,3,0,3,3,6,6,0,2,2,0,0,180,0,0,0,8,0,11.831379196088763
665,2,20896,1,1,21,2,0,8,5,106,0,2,2,1,1,0,4,1,2,2077,0,1,2097,2,1,1,0,8,6,1,0,3,192,267,0,0,0,0,6,1,12.955127458028414
666,2,11194,0,0,8,0,0,8,5,101,0,2,2,1,1,2,4,1,6,1406,0,1,1936,2,1,3,2,7,6,1,0,2,188,124,0,0,0,0,8,0,12.348006141418841
667,2,18450,0,4,12,0,0,6,5,66,0,2,3,1,1,2,4,1,3,1021,1,1,2380,2,1,3,3,7,5,1,2,2,0,265,0,0,0,0,8,1,11.76756768334381
668,2,8125,3,4,20,0,0,6,5,95,0,2,3,1,1,2,4,1,2,1408,0,1,1679,3,0,3,2,7,6,1,0,2,224,42,0,0,0,0,8,0,12.173032791451973
669,2,14175,3,0,19,0,0,5,6,57,0,2,3,1,1,2,4,1,5,1188,1,1,1437,2,1,3,3,6,3,1,2,2,304,0,0,0,0,0,8,0,12.031719258385396
670,2,11600,3,4,6,0,0,4,5,26,0,2,3,1,0,2,4,1,6,700,0,1,1180,1,0,2,1,5,6,1,2,1,0,0,67,0,0,0,8,0,11.831379196088763
671,2,8633,3,2,5,0,0,6,5,106,0,2,2,1,1,2,4,1,2,738,0,1,1476,3,1,3,2,7,6,0,0,2,100,35,0,0,0,0,8,0,12.063932878369052
672,1,6629,3,4,7,1,0,6,6,29,0,2,3,1,0,2,4,1,1,672,1,0,1369,3,0,3,3,6,6,0,2,1,147,0,0,0,0,0,8,0,11.54829260880752
673,2,11250,0,4,24,0,0,6,6,78,0,2,2,1,1,2,4,1,0,1208,1,1,1208,2,1,3,3,6,6,1,0,2,198,42,0,0,0,0,8,0,12.013700752882718
674,2,14442,3,4,6,0,0,6,6,58,0,2,3,1,1,2,4,1,2,1477,0,1,1839,3,0,3,2,7,6,2,0,2,0,87,0,0,200,0,8,0,12.458774999085929
675,2,9200,3,4,12,0,0,6,6,66,0,2,3,1,1,2,4,1,5,1136,1,1,1136,2,0,3,3,5,6,1,0,1,426,0,0,0,0,0,8,0,11.84939770159144
676,2,2289,3,4,13,0,1,6,6,79,0,2,3,1,1,2,4,1,0,855,1,1,1441,2,1,3,3,7,6,1,0,2,28,0,0,0,0,0,8,0,11.908340237224891
677,1,9600,3,4,17,0,0,4,3,9,0,0,3,1,0,2,0,1,6,1095,1,0,1774,3,0,4,3,8,3,0,2,3,0,0,90,0,0,0,8,0,11.37366339763672
678,2,9022,3,4,17,0,0,5,6,28,0,2,2,1,0,2,4,1,6,768,0,1,792,1,0,2,2,5,6,0,2,1,316,0,120,0,0,0,8,0,11.603679828238693
679,2,11844,0,4,22,0,0,8,5,109,0,2,2,1,1,0,4,1,6,2046,0,1,2046,2,1,3,2,7,6,1,0,3,322,82,0,0,0,0,6,1,12.827992316801751
680,2,9945,0,4,19,0,0,5,5,62,0,2,3,1,1,2,4,1,5,988,1,1,988,2,0,3,3,5,6,0,2,2,0,0,0,0,0,0,8,0,11.763684183317412
681,2,8012,3,4,20,0,1,6,5,81,0,2,3,1,1,2,4,1,1,923,1,1,923,2,0,2,3,5,6,1,0,1,80,0,0,0,0,0,8,0,11.870599909242044
682,1,4500,1,4,18,0,0,5,5,36,0,2,3,1,0,2,4,1,5,793,0,1,1520,1,0,3,3,6,6,0,2,1,0,0,56,0,0,0,8,1,11.979385322467598
683,2,2887,3,4,4,0,0,6,5,97,0,2,3,1,1,2,4,1,2,1291,0,1,1291,2,0,2,2,6,6,1,0,2,307,0,0,0,0,0,8,0,12.061046873479915
684,2,11248,0,0,5,0,0,9,5,103,0,2,2,1,1,2,4,1,2,1626,0,1,1668,3,0,3,2,7,6,1,0,3,257,45,0,0,0,0,8,0,12.560244459250788
685,2,16770,1,1,15,0,0,7,5,99,0,2,2,1,1,2,4,1,6,1195,1,1,1839,2,1,4,3,7,6,0,0,2,0,81,0,0,0,0,8,0,12.30591798049989
686,2,5062,0,1,22,0,1,7,5,85,0,2,2,1,1,2,4,1,2,1190,1,1,2090,3,0,3,2,6,2,1,0,2,219,0,0,0,0,0,8,0,12.24288661865289
687,1,10207,3,4,21,0,0,7,6,108,0,2,2,1,1,2,4,1,6,874,0,1,1761,3,0,3,2,7,6,0,0,2,144,105,0,0,0,0,6,1,12.336552511980964
688,1,5105,1,2,21,0,1,7,5,105,0,2,2,1,1,2,4,1,2,551,0,1,1102,2,1,2,2,4,6,0,2,2,0,60,0,0,0,0,8,0,11.910358401381128
689,2,8089,3,4,22,0,0,8,6,108,0,2,2,1,1,2,4,1,2,1419,0,1,1419,3,0,2,2,7,6,1,0,2,140,0,0,0,0,0,6,1,12.8790171187726
690,2,7577,0,0,16,0,1,6,5,106,0,2,2,1,1,2,4,1,0,1362,0,1,1362,2,0,2,2,6,6,1,0,2,192,28,0,0,0,0,8,0,12.17921519136029
691,1,4426,3,4,5,0,1,6,5,105,0,2,2,1,1,2,4,0,2,848,0,1,848,2,0,1,2,3,6,1,0,2,149,0,0,0,0,0,8,0,11.856515169360305
692,2,21535,0,0,15,0,0,10,6,95,1,2,0,1,1,0,4,0,2,2444,0,1,4316,3,2,4,0,10,6,2,0,3,382,50,0,0,0,0,8,0,13.534473028231162
693,2,26178,0,4,23,0,0,7,5,90,0,2,2,1,1,2,4,0,2,1210,0,1,2519,3,1,4,2,9,6,2,0,2,320,27,0,0,0,0,8,0,12.721885810807203
694,2,5400,3,0,17,0,0,5,6,25,0,2,3,1,0,2,4,1,6,1073,0,1,1073,1,0,2,3,4,6,0,2,1,0,0,112,0,0,0,8,1,11.594321103174222
695,1,6120,3,0,3,0,0,5,6,39,0,2,3,0,0,2,4,1,6,927,1,1,1539,1,1,3,3,5,6,0,2,2,112,0,0,0,0,0,8,0,11.86005499606543
696,2,13811,0,4,23,0,0,6,6,88,0,2,3,1,1,2,1,1,2,1112,1,1,1137,3,0,2,2,5,6,1,0,2,125,0,0,0,0,0,8,0,12.078239274020289
697,1,6000,3,4,3,0,0,5,6,25,0,2,3,1,1,2,4,1,3,616,1,1,616,1,0,2,3,4,6,0,2,1,0,0,129,0,0,0,8,0,11.396391648714276
698,2,6420,0,4,7,0,0,5,6,53,0,2,3,1,1,0,1,1,3,980,1,1,1148,1,1,2,3,6,6,0,2,1,0,0,0,0,0,0,8,0,11.72399643505017
699,2,8450,3,4,19,1,0,5,6,66,0,2,3,1,1,2,4,1,2,894,0,1,894,2,0,3,3,5,6,1,2,1,416,144,0,0,0,0,8,0,11.83862560460953
700,1,4282,1,4,21,0,1,7,5,105,0,2,2,1,1,2,4,1,2,1391,0,1,1391,2,0,2,2,5,6,0,0,2,156,158,0,0,0,0,8,0,12.185869938212655
701,2,14331,3,4,23,0,0,8,5,103,0,2,2,1,1,0,4,0,2,1800,0,1,1800,3,0,3,2,7,6,1,0,3,270,78,0,0,0,0,8,0,12.652359748158593
702,2,9600,3,4,14,0,0,7,5,70,0,2,3,1,1,2,4,1,6,1164,1,1,1164,1,1,3,3,6,6,0,0,2,0,0,0,0,0,0,0,0,11.84939770159144
703,2,12438,0,4,22,0,0,8,5,107,0,2,0,1,1,0,1,1,6,1234,0,1,2576,2,1,4,0,10,6,1,2,3,324,100,0,0,0,0,6,1,12.799175708864519
704,1,7630,3,4,17,1,1,5,5,9,0,2,3,1,0,2,4,1,6,360,1,1,1812,2,0,4,2,8,6,1,2,2,344,0,40,0,0,0,8,0,11.84939770159144
705,2,8400,3,4,5,0,0,7,5,105,0,2,2,1,1,2,4,1,2,1473,0,1,1484,3,0,3,2,7,6,0,0,2,0,35,0,144,0,0,8,0,12.269047444691562
706,1,5600,3,4,9,0,1,4,5,34,0,2,1,0,2,1,2,2,4,0,1,0,1092,2,0,3,1,7,4,0,1,0,0,0,0,0,0,3500,8,0,10.915088464214607
707,2,115149,1,1,4,0,0,7,5,72,0,2,3,1,1,2,4,0,2,1643,1,1,1824,3,0,2,2,5,6,2,0,2,380,48,0,0,0,0,8,0,12.618182296357007
708,2,6240,3,4,16,0,1,8,5,107,0,2,2,1,1,2,4,1,2,1324,0,1,1324,3,0,2,2,6,6,1,0,2,192,38,0,0,0,0,8,0,12.445089546000673
709,2,9018,0,4,8,0,0,7,5,108,0,2,2,1,1,2,4,1,6,728,0,1,1456,2,1,3,2,8,6,1,0,2,100,24,0,0,0,0,6,1,12.09815330331068
710,2,7162,0,4,19,0,0,5,6,67,0,2,3,1,1,2,4,1,6,876,1,1,904,1,0,3,3,6,6,0,0,1,0,0,0,0,0,0,8,1,11.607326140391713
711,2,4130,0,4,3,0,0,3,6,38,0,2,2,1,1,2,4,1,6,270,1,1,729,1,0,2,3,5,1,0,1,0,0,0,0,0,0,0,8,0,10.858998997563564
712,0,8712,3,4,9,0,0,4,6,9,0,2,3,1,1,2,4,1,6,859,1,1,1178,1,0,2,3,7,6,0,2,1,68,0,98,0,0,0,8,1,11.540307141711446
713,2,4671,0,4,22,0,1,8,5,89,0,2,2,1,1,2,4,1,2,1228,1,1,1228,3,0,2,2,5,6,1,0,2,168,120,0,0,0,0,8,0,12.14950229404178
714,2,9873,3,4,3,2,1,4,5,71,0,2,3,1,1,2,4,1,0,960,1,0,960,2,0,3,3,6,6,0,2,2,0,288,0,0,0,0,8,0,11.76756768334381
715,2,13517,0,1,19,1,0,6,6,77,0,2,2,1,1,2,4,1,2,725,0,1,1479,2,1,3,2,6,6,0,0,2,0,44,0,0,0,0,8,0,11.779128505744886
716,2,10140,3,4,14,0,0,6,5,75,0,2,3,1,1,2,4,1,6,1064,1,1,1350,2,0,3,3,7,6,1,0,2,0,0,0,0,0,0,8,0,12.013700752882718
717,1,10800,3,4,17,0,0,7,6,5,0,2,3,1,0,2,4,1,6,718,0,1,2554,1,1,3,3,8,6,0,2,2,0,48,143,0,0,0,8,0,11.979799201207037
718,2,10000,3,4,14,0,0,5,6,74,0,2,3,1,1,2,4,1,1,1176,1,1,1178,1,2,3,2,5,6,1,0,2,224,0,0,0,0,0,8,0,11.964001084330445
719,2,10542,3,4,15,0,0,7,5,94,0,2,2,1,1,2,4,0,2,1311,0,1,2418,3,1,3,2,9,6,1,0,3,250,154,216,0,0,0,8,0,12.739637756265655
720,2,9920,0,4,5,0,0,5,6,70,0,2,3,1,1,2,4,0,0,971,1,1,971,1,1,3,3,5,6,1,0,1,0,0,0,0,0,0,8,0,11.763684183317412
721,2,6563,0,1,22,0,0,8,5,86,0,2,2,1,1,2,4,0,2,1742,1,1,1742,3,0,2,2,5,6,1,0,2,114,28,234,0,0,0,8,0,12.524526376648708
722,1,4426,3,4,5,0,1,6,5,105,0,2,2,1,1,2,4,1,2,848,0,1,848,2,0,1,2,3,6,0,0,2,160,0,0,0,0,0,8,0,11.870599909242044
723,2,8120,3,4,12,0,0,4,6,71,0,2,3,1,1,2,4,1,0,864,0,1,864,1,0,3,3,5,6,0,2,2,0,0,0,0,0,0,8,0,11.732060994886899
724,2,8172,3,4,7,0,0,4,6,55,0,2,3,1,1,2,4,1,6,941,0,1,1470,2,0,4,3,7,6,0,2,1,0,0,0,0,156,0,8,0,11.813030057420567
725,2,13286,0,4,7,0,0,9,5,108,0,2,0,1,1,0,4,1,2,1698,0,1,1698,3,0,3,0,8,6,1,0,3,327,64,0,0,0,0,8,0,12.676076274775909
726,2,6960,3,4,12,0,0,4,6,71,0,2,3,1,1,2,4,1,0,864,1,1,864,1,0,3,2,5,6,0,2,2,96,0,0,0,0,500,8,0,11.699405031912846
727,2,21695,0,0,6,0,0,6,5,89,0,2,2,1,1,2,4,1,2,880,0,1,1680,3,0,3,2,5,6,1,0,2,292,44,0,182,0,0,8,0,12.310432660854417
728,2,7314,3,4,5,0,0,7,5,108,0,2,2,1,1,2,4,1,2,1232,0,1,1232,3,0,2,2,6,6,0,0,2,132,0,0,0,0,0,8,0,12.178187442040638
729,2,11475,3,0,12,0,1,5,5,59,0,2,3,1,1,2,4,1,6,1584,1,1,1776,3,0,4,3,9,6,0,2,3,0,25,0,0,0,0,0,1,11.608235644774552
730,1,6240,3,4,9,0,0,4,5,29,0,2,3,1,1,2,4,1,1,780,1,1,1208,1,0,2,3,5,6,0,2,2,0,23,112,0,0,0,8,0,11.542484267211773
731,2,5389,0,4,22,0,1,8,5,96,0,2,2,1,1,2,4,1,2,1595,0,1,1616,3,0,2,2,5,6,1,0,2,237,152,0,0,0,0,8,0,12.373703486914124
732,2,9590,0,0,23,0,0,7,5,104,0,2,2,1,1,0,4,1,2,868,0,1,1146,3,0,3,2,6,6,1,0,2,160,22,0,0,0,0,8,0,12.141534124392603
733,2,11404,0,4,5,0,0,7,5,99,0,2,2,1,1,2,4,1,0,1153,0,1,2031,2,1,3,2,8,6,1,0,2,192,84,0,0,0,0,8,0,12.312682380588432
734,2,10000,3,0,19,1,0,5,6,62,0,2,3,1,1,2,4,1,1,864,0,1,1144,2,0,3,3,6,6,1,0,1,165,0,0,0,0,400,8,0,11.786001385032646
735,2,8978,0,0,19,0,0,5,5,69,0,2,3,1,1,2,4,1,6,948,1,1,948,1,0,3,3,6,6,0,0,1,147,0,0,0,0,0,8,1,11.589886506106357
736,1,10800,3,4,17,0,0,7,6,18,0,2,3,1,0,2,4,1,5,880,1,0,1768,1,1,2,3,6,6,2,2,2,0,341,0,0,0,0,8,0,12.0015054797889
737,2,8544,3,4,12,0,1,3,4,51,0,2,3,1,1,1,2,2,4,0,1,0,1040,2,0,2,3,6,6,0,2,2,0,0,0,0,0,0,8,0,11.44571671527678
