Id,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscFeature,MoSold,SaleType,SaleCondition,SalePrice,BsmtHasBath
442,RL,92.0,12108,Reg,Inside,Edwards,Norm,Duplex,1Story,4,4,1955,Gable,CompShg,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,1440,TA,N,FuseF,1440,0,0,1440,2,0,4,Fa,8,Typ,0,None,None,None,None,0,None,None,Y,0,0,0,0,0,0,None,9,WD,Normal,118000,0
443,RM,52.0,6240,Reg,Inside,BrkSide,Norm,1Fam,1.5Fin,5,7,1930,Gable,CompShg,MetalSd,None,TA,TA,PConc,TA,TA,No,Unf,1078,TA,Y,SBrkr,1128,445,0,1573,2,0,3,TA,8,Typ,1,Gd,Detchd,1930.0,Unf,2,TA,TA,P,0,0,0,0,0,0,None,6,WD,Normal,162900,0
444,RL,53.0,3922,Reg,Inside,Blmngtn,Norm,TwnhsE,1Story,7,5,2006,Gable,CompShg,WdShing,BrkFace,Gd,TA,PConc,Ex,TA,Av,Unf,1258,Ex,Y,SBrkr,1258,0,0,1258,2,0,2,Gd,6,Typ,1,Gd,Attchd,2007.0,Fin,3,TA,TA,Y,144,16,0,0,0,0,None,6,New,Partial,172500,0
445,RL,70.0,8750,Reg,Inside,CollgCr,Norm,1Fam,2Story,7,5,1994,Gable,CompShg,VinylSd,None,Gd,Gd,PConc,Gd,TA,No,GLQ,915,Ex,Y,SBrkr,933,975,0,1908,2,1,4,Gd,8,Typ,1,TA,Attchd,1994.0,Unf,2,TA,TA,Y,144,133,0,0,0,0,None,7,WD,Normal,210000,1
446,RL,73.0,9855,Reg,Corner,Edwards,Norm,1Fam,1Story,6,5,1956,Hip,CompShg,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Unf,1436,Fa,Y,SBrkr,1689,0,0,1689,1,0,3,TA,7,Typ,1,Gd,Attchd,1956.0,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,11,COD,Normal,127500,0
447,RL,137.0,16492,IR1,Corner,NAmes,PosA,1Fam,1Story,6,6,1966,Gable,CompShg,BrkFace,None,Gd,TA,CBlock,TA,TA,No,ALQ,1517,Ex,Y,SBrkr,1888,0,0,1888,2,1,2,Gd,6,Mod,1,Gd,Attchd,1966.0,Fin,2,TA,TA,Y,0,0,0,0,0,0,None,6,WD,Normal,190000,0
448,RL,0.0,11214,IR1,Corner,Gilbert,Norm,1Fam,2Story,7,5,1998,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,930,Gd,Y,SBrkr,956,930,0,1886,2,1,4,Gd,10,Typ,1,TA,Attchd,1998.0,Fin,2,TA,TA,Y,89,0,0,0,0,0,None,7,WD,Normal,199900,0
449,RM,50.0,8600,Reg,Inside,IDOTRR,Norm,1Fam,1.5Fin,6,6,1937,Gable,CompShg,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,780,TA,Y,SBrkr,780,596,0,1376,2,0,3,TA,7,Typ,1,Gd,Detchd,1937.0,Unf,1,TA,TA,N,0,0,0,0,0,0,None,6,WD,Normal,119500,0
450,RM,50.0,6000,Reg,Inside,OldTown,Norm,1Fam,1.5Fin,3,7,1948,Gable,CompShg,MetalSd,None,TA,Gd,CBlock,TA,TA,No,ALQ,649,Ex,Y,SBrkr,679,504,0,1183,1,1,2,TA,6,Typ,0,None,Detchd,1981.0,Unf,1,TA,TA,Y,0,176,0,0,0,0,None,6,WD,Normal,120000,0
451,RM,70.0,5684,Reg,Inside,OldTown,Norm,1Fam,1Story,6,8,1930,Hip,CompShg,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,813,Ex,Y,FuseA,813,0,0,813,1,0,2,Gd,5,Typ,0,None,Detchd,1932.0,Unf,1,Fa,Fa,N,0,113,0,0,0,0,None,6,WD,Normal,110000,0
452,RL,62.0,70761,IR1,Inside,ClearCr,Norm,1Fam,1Story,7,5,1975,Gable,WdShngl,Plywood,None,TA,TA,CBlock,Gd,TA,Gd,ALQ,1533,TA,Y,SBrkr,1533,0,0,1533,2,0,2,Gd,5,Typ,2,TA,Attchd,1975.0,Unf,2,TA,TA,Y,200,54,0,0,0,0,None,12,WD,Normal,280000,1
453,RL,0.0,9303,IR1,Corner,Timber,Norm,1Fam,2Story,6,5,1996,Hip,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,No,ALQ,872,Ex,Y,SBrkr,888,868,0,1756,2,1,3,TA,7,Typ,0,None,Attchd,1996.0,Fin,2,TA,TA,Y,144,122,0,0,0,0,None,7,WD,Normal,204000,1
454,FV,75.0,9000,Reg,Inside,Somerst,Norm,1Fam,2Story,8,5,2008,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,768,Ex,Y,SBrkr,786,804,0,1590,2,1,3,Gd,6,Typ,0,None,Attchd,2008.0,RFn,2,TA,TA,Y,0,30,0,0,0,0,None,6,WD,Normal,210000,0
455,RL,63.0,9297,Reg,Inside,Mitchel,Norm,Duplex,1Story,5,5,1976,Gable,CompShg,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,1728,TA,Y,SBrkr,1728,0,0,1728,2,0,4,TA,8,Typ,0,None,Detchd,1976.0,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,7,WD,Family,188000,1
456,RL,80.0,9600,Reg,Inside,NWAmes,Norm,1Fam,1Story,7,6,1973,Hip,CompShg,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,1242,Fa,Y,SBrkr,1242,0,0,1242,1,1,3,TA,6,Typ,1,TA,Attchd,1973.0,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,9,WD,Normal,175500,0
457,RM,34.0,4571,Reg,Inside,OldTown,Norm,1Fam,2Story,5,5,1916,Gable,CompShg,AsbShng,None,TA,TA,BrkTil,TA,TA,No,Unf,624,Fa,N,SBrkr,624,720,0,1344,1,0,4,TA,7,Typ,0,None,Detchd,1916.0,Unf,3,Fa,Fa,Y,0,0,96,0,0,0,None,5,COD,Abnorml,98000,0
458,RL,0.0,53227,IR1,CulDSac,ClearCr,Norm,1Fam,1Story,4,6,1954,Flat,Tar&Grv,Plywood,None,TA,TA,CBlock,Gd,TA,Gd,BLQ,1364,Ex,Y,SBrkr,1663,0,0,1663,1,0,2,Gd,6,Min1,2,Gd,Attchd,1954.0,Fin,2,TA,TA,Y,224,137,0,0,0,0,None,3,WD,Normal,256000,1
459,RM,0.0,5100,Reg,Inside,OldTown,Norm,1Fam,2Story,8,7,1925,Hip,CompShg,Stucco,None,TA,Gd,PConc,TA,TA,No,Unf,588,Fa,Y,SBrkr,833,833,0,1666,1,0,3,Gd,7,Typ,1,Gd,Detchd,1925.0,Unf,1,TA,TA,Y,192,63,0,0,0,0,None,6,WD,Normal,161000,0
460,RL,0.0,7015,IR1,Corner,BrkSide,Norm,1Fam,1.5Fin,5,4,1950,Gable,CompShg,MetalSd,BrkCmn,TA,TA,CBlock,TA,TA,No,LwQ,709,TA,Y,SBrkr,979,224,0,1203,1,0,3,Gd,5,Typ,1,TA,Detchd,1950.0,Unf,1,TA,TA,Y,0,0,248,0,0,0,None,7,WD,Normal,110000,1
461,FV,75.0,8004,IR1,Inside,Somerst,RRAn,1Fam,2Story,8,5,2009,Gable,CompShg,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,832,Ex,Y,SBrkr,832,1103,0,1935,2,1,3,TA,8,Typ,0,None,BuiltIn,2009.0,Fin,2,TA,TA,Y,0,150,0,0,0,0,None,12,New,Partial,263435,1
462,RL,60.0,7200,Reg,Inside,SWISU,Feedr,1Fam,2Story,7,9,1936,Gable,CompShg,Wd Sdng,None,Gd,Gd,PConc,Gd,Gd,No,ALQ,560,Ex,Y,SBrkr,575,560,0,1135,1,0,3,Gd,6,Typ,0,None,Detchd,1971.0,RFn,2,TA,TA,Y,256,0,0,0,0,0,None,4,WD,Normal,155000,1
463,RL,60.0,8281,IR1,Inside,Sawyer,Norm,1Fam,1Story,5,5,1965,Gable,CompShg,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,864,Gd,Y,SBrkr,864,0,0,864,1,0,3,TA,5,Typ,1,Po,Detchd,1965.0,Unf,1,TA,TA,Y,0,0,236,0,0,0,None,12,WD,Normal,62383,0
464,RL,74.0,11988,IR1,Inside,Crawfor,Norm,1Fam,2Story,6,7,1934,Hip,CompShg,Stucco,None,TA,TA,CBlock,TA,TA,No,LwQ,715,Fa,Y,FuseA,849,811,0,1660,1,1,3,TA,6,Typ,1,Gd,Detchd,1939.0,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,8,WD,Normal,188700,0
465,RL,60.0,8430,Reg,Inside,CollgCr,Norm,1Fam,1Story,5,5,1978,Gable,CompShg,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,Rec,1040,TA,Y,SBrkr,1040,0,0,1040,2,0,3,TA,5,Typ,0,None,None,None,None,0,None,None,Y,0,0,0,0,0,0,None,8,WD,Normal,124000,0
466,RM,0.0,3072,Reg,Inside,Blmngtn,Norm,TwnhsE,1Story,7,5,2004,Hip,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,1375,Ex,Y,SBrkr,1414,0,0,1414,2,0,2,Gd,6,Typ,1,TA,Attchd,2004.0,Fin,2,TA,TA,Y,144,20,0,0,0,0,None,5,WD,Normal,178740,0
467,RL,85.0,10628,Reg,Inside,NAmes,Norm,1Fam,1Story,7,5,1970,Flat,Tar&Grv,Plywood,None,TA,Gd,CBlock,TA,Gd,Gd,GLQ,1277,TA,Y,SBrkr,1277,0,0,1277,1,0,2,TA,5,Typ,1,Po,Attchd,1970.0,Unf,2,TA,TA,Y,0,0,0,0,176,0,None,4,WD,Normal,167000,1
468,RL,79.0,9480,Reg,Inside,NAmes,Artery,1Fam,2Story,5,7,1942,Gable,CompShg,MetalSd,Stone,TA,TA,CBlock,TA,TA,No,LwQ,728,Ex,Y,SBrkr,888,756,0,1644,1,1,3,Gd,7,Typ,2,Gd,Attchd,1942.0,Unf,1,TA,TA,Y,168,0,0,0,0,0,None,6,WD,Normal,146500,0
469,RL,98.0,11428,IR1,Inside,NridgHt,Norm,1Fam,1Story,8,5,2006,Gable,CompShg,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,1626,Ex,Y,SBrkr,1634,0,0,1634,2,0,3,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3,TA,TA,Y,0,44,0,0,0,0,None,5,WD,Normal,250000,0
470,RL,76.0,9291,IR1,Corner,SawyerW,RRNe,1Fam,2Story,6,5,1993,Gable,CompShg,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,832,Ex,Y,SBrkr,832,878,0,1710,2,1,3,Gd,7,Typ,0,None,Attchd,1993.0,RFn,2,TA,TA,Y,144,70,0,0,0,0,None,6,WD,Normal,187000,0
471,RL,0.0,6820,IR1,Corner,StoneBr,Norm,TwnhsE,1Story,8,5,1985,Gable,CompShg,HdBoard,None,Gd,TA,PConc,Gd,TA,Av,GLQ,1488,TA,Y,SBrkr,1502,0,0,1502,1,1,1,Gd,4,Typ,0,None,Attchd,1985.0,RFn,2,TA,TA,Y,0,54,0,0,140,0,None,6,WD,Normal,212000,1
472,RL,92.0,11952,Reg,Inside,NWAmes,PosA,1Fam,2Story,7,6,1977,Mansard,WdShake,WdShing,None,TA,TA,CBlock,Gd,TA,No,Unf,808,TA,Y,SBrkr,1161,808,0,1969,2,1,3,TA,8,Typ,1,Gd,Attchd,1977.0,RFn,2,TA,TA,Y,0,0,0,0,276,0,None,11,WD,Normal,190000,0
473,RM,35.0,3675,Reg,Inside,Edwards,Norm,TwnhsE,SLvl,6,5,2005,Gable,CompShg,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,Gd,GLQ,547,Ex,Y,SBrkr,1072,0,0,1072,1,0,2,TA,5,Typ,0,None,Basment,2005.0,RFn,2,TA,TA,Y,0,28,0,0,0,0,None,6,WD,Normal,148000,1
474,RL,110.0,14977,IR1,Inside,NridgHt,Norm,1Fam,1Story,8,5,2006,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,1976,Ex,Y,SBrkr,1976,0,0,1976,2,0,2,Gd,7,Typ,1,Ex,Attchd,2006.0,RFn,3,TA,TA,Y,250,63,0,0,0,0,None,7,New,Partial,440000,1
475,RL,41.0,5330,Reg,Inside,StoneBr,Norm,TwnhsE,1Story,8,5,2000,Gable,CompShg,CemntBd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,1494,Ex,Y,SBrkr,1652,0,0,1652,2,0,2,Ex,6,Typ,0,None,Attchd,2000.0,RFn,2,TA,TA,Y,96,48,0,0,0,0,None,8,WD,Normal,251000,1
476,RL,80.0,8480,Reg,Corner,Sawyer,Norm,1Fam,1Story,5,6,1963,Hip,CompShg,HdBoard,None,TA,TA,CBlock,TA,TA,No,GLQ,970,TA,Y,SBrkr,970,0,0,970,1,0,2,TA,5,Typ,0,None,Detchd,1996.0,Unf,2,TA,TA,Y,0,24,0,0,192,0,None,7,WD,Normal,132500,1
477,RL,75.0,13125,Reg,Inside,CollgCr,Norm,1Fam,1Story,6,5,1997,Gable,CompShg,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,Gd,GLQ,1478,Ex,Y,SBrkr,1493,0,0,1493,2,0,3,Gd,7,Typ,1,TA,Attchd,1997.0,Fin,2,TA,TA,Y,140,39,0,0,0,0,None,4,WD,Normal,208900,1
478,RL,105.0,13693,Reg,Inside,NridgHt,Norm,1Fam,2Story,9,5,2006,Hip,CompShg,VinylSd,BrkFace,Ex,TA,PConc,Gd,TA,Av,Unf,2153,Ex,Y,SBrkr,2069,574,0,2643,2,1,3,Ex,9,Typ,1,Gd,BuiltIn,2006.0,Fin,3,TA,TA,Y,414,84,0,0,0,0,None,3,WD,Normal,380000,0
479,RL,79.0,10637,Reg,Inside,CollgCr,Norm,1Fam,1Story,8,5,2007,Hip,CompShg,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Gd,GLQ,1705,Ex,Y,SBrkr,1718,0,0,1718,2,0,3,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,3,TA,TA,Y,208,44,0,0,0,0,None,9,WD,Normal,297000,1
480,RM,50.0,5925,Reg,Inside,OldTown,Norm,1Fam,1Story,4,7,1937,Hip,CompShg,Stucco,BrkCmn,TA,TA,BrkTil,Fa,TA,No,Rec,907,TA,Y,SBrkr,1131,0,0,1131,1,0,2,TA,7,Typ,0,None,Detchd,1995.0,Unf,2,TA,TA,Y,0,72,0,0,0,0,None,3,WD,Alloca,89471,0
481,RL,98.0,16033,IR1,FR2,NridgHt,Norm,1Fam,1Story,9,5,2004,Hip,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,1833,Ex,Y,SBrkr,1850,0,0,1850,2,0,3,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,3,TA,TA,Y,519,112,0,0,0,0,None,3,WD,Normal,326000,1
482,RL,72.0,11846,IR1,Inside,NridgHt,Norm,1Fam,1Story,9,5,2003,Hip,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,1792,Ex,Y,SBrkr,1792,0,0,1792,2,0,2,Ex,6,Typ,1,Gd,Attchd,2003.0,Fin,3,TA,TA,Y,206,49,0,0,0,0,None,8,WD,Normal,374000,1
483,RM,50.0,2500,Reg,Corner,OldTown,Norm,1Fam,2Story,7,8,1915,Gable,CompShg,Stucco,None,Gd,TA,PConc,TA,TA,No,ALQ,910,Ex,Y,SBrkr,916,910,0,1826,1,1,4,Ex,7,Min2,1,Gd,Attchd,1915.0,Unf,1,Fa,Fa,Y,0,0,0,0,0,0,None,6,WD,Normal,155000,1
484,RM,32.0,4500,Reg,FR2,Mitchel,Norm,Twnhs,1Story,6,5,1998,Hip,CompShg,VinylSd,BrkFace,TA,TA,PConc,Ex,TA,No,GLQ,1216,Ex,Y,SBrkr,1216,0,0,1216,2,0,2,TA,5,Typ,0,None,Attchd,1998.0,Unf,2,TA,TA,Y,0,125,0,0,0,0,None,5,WD,Normal,164000,1
485,RL,0.0,7758,IR1,Corner,Sawyer,Norm,1Fam,1Story,5,7,1962,Gable,CompShg,HdBoard,None,TA,Gd,CBlock,TA,TA,No,ALQ,999,Gd,Y,SBrkr,999,0,0,999,1,0,3,Gd,6,Typ,0,None,Detchd,1963.0,Unf,1,TA,TA,Y,0,132,0,0,0,0,None,3,WD,Normal,132500,1
486,RL,80.0,9600,Reg,Inside,NAmes,Norm,1Fam,1Story,5,7,1950,Gable,CompShg,MetalSd,None,Gd,TA,CBlock,TA,TA,No,ALQ,1113,Gd,Y,SBrkr,1113,0,0,1113,1,0,3,Gd,5,Typ,1,Gd,Attchd,1950.0,Unf,1,TA,TA,Y,0,80,120,0,0,0,None,7,WD,Normal,147000,0
487,RL,79.0,10289,Reg,Inside,NAmes,Norm,1Fam,1Story,5,7,1965,Hip,CompShg,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,1073,TA,Y,SBrkr,1073,0,0,1073,1,1,3,TA,6,Typ,0,None,Attchd,1965.0,RFn,2,TA,TA,Y,0,0,0,0,0,0,None,6,WD,Normal,156000,1
488,RL,70.0,12243,IR1,Inside,NWAmes,Norm,1Fam,1Story,5,6,1971,Gable,CompShg,Plywood,None,TA,TA,CBlock,Gd,TA,Av,ALQ,1484,Gd,Y,SBrkr,1484,0,0,1484,2,0,3,TA,7,Typ,1,TA,Attchd,1971.0,Unf,2,TA,TA,Y,224,0,0,0,180,0,None,2,WD,Normal,175000,0
489,RL,60.0,10800,Reg,Corner,OldTown,Norm,2fmCon,1.5Fin,5,4,1900,Gable,CompShg,Wd Sdng,None,TA,Fa,CBlock,TA,Fa,No,BLQ,954,TA,N,FuseA,1766,648,0,2414,2,0,3,TA,10,Mod,1,Gd,Attchd,1970.0,Unf,2,TA,Fa,N,142,0,0,0,0,0,None,5,ConLD,Normal,160000,0
490,RM,21.0,1526,Reg,Inside,MeadowV,Norm,Twnhs,SFoyer,4,8,1970,Gable,CompShg,CemntBd,None,TA,Gd,CBlock,Gd,TA,Av,GLQ,630,TA,Y,SBrkr,630,0,0,630,1,0,1,Gd,3,Typ,0,None,Attchd,1970.0,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,5,WD,Normal,86000,1
491,RM,0.0,2665,Reg,Inside,MeadowV,Norm,TwnhsE,2Story,5,6,1976,Gable,CompShg,CemntBd,None,TA,TA,PConc,Gd,TA,Mn,Unf,264,TA,Y,SBrkr,616,688,0,1304,1,1,3,TA,4,Typ,1,Gd,BuiltIn,1976.0,Fin,1,TA,TA,Y,141,24,0,0,0,0,None,6,WD,Normal,115000,0
492,RL,79.0,9490,Reg,Inside,NAmes,Artery,1Fam,1.5Fin,6,7,1941,Gable,CompShg,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,806,TA,Y,FuseA,958,620,0,1578,1,0,3,Fa,5,Typ,2,TA,Attchd,1941.0,Unf,1,TA,TA,Y,0,0,32,0,0,0,None,8,WD,Normal,133000,1
493,RL,105.0,15578,IR1,Corner,Gilbert,Norm,1Fam,2Story,6,5,2006,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,728,Gd,Y,SBrkr,728,728,0,1456,2,1,3,TA,8,Typ,0,None,Attchd,2006.0,RFn,2,TA,TA,Y,0,0,0,0,0,0,None,5,New,Partial,172785,0
494,RL,70.0,7931,Reg,Inside,NAmes,Norm,1Fam,1Story,5,6,1960,Gable,CompShg,BrkFace,None,TA,TA,CBlock,TA,TA,No,BLQ,1269,TA,Y,FuseA,1269,0,0,1269,1,1,3,TA,6,Typ,1,Fa,Detchd,1964.0,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,6,WD,Normal,155000,0
495,RM,50.0,5784,Reg,Inside,OldTown,Artery,1Fam,1Story,5,8,1938,Gable,CompShg,MetalSd,None,TA,TA,BrkTil,Fa,TA,No,Unf,190,Gd,Y,FuseA,886,0,0,886,1,0,2,TA,4,Typ,0,None,Attchd,1938.0,Unf,1,TA,TA,Y,144,20,80,0,0,0,None,12,WD,Normal,91300,0
496,C (all),60.0,7879,Reg,Inside,IDOTRR,Norm,1Fam,1Story,4,5,1920,Gable,CompShg,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,720,TA,N,FuseA,720,0,0,720,1,0,2,TA,4,Typ,0,None,None,None,None,0,None,None,N,0,523,115,0,0,0,None,11,WD,Abnorml,34900,0
497,RL,0.0,12692,IR1,Inside,NoRidge,Norm,1Fam,1Story,8,5,1992,Hip,CompShg,BrkFace,None,Gd,TA,PConc,Gd,TA,No,GLQ,3200,Ex,Y,SBrkr,3228,0,0,3228,3,0,4,Gd,10,Typ,1,Gd,Attchd,1992.0,RFn,2,TA,TA,Y,264,75,291,0,0,0,None,5,WD,Normal,430000,1
498,RL,60.0,9120,Reg,Inside,BrkSide,Norm,1Fam,1.5Fin,7,6,1925,Gable,CompShg,Wd Sdng,None,TA,Gd,PConc,TA,TA,No,Rec,1026,Ex,Y,SBrkr,1133,687,0,1820,2,0,4,TA,8,Typ,0,None,Detchd,1925.0,Unf,1,TA,TA,N,0,100,0,0,0,0,None,6,WD,Normal,184000,1
499,RL,65.0,7800,Reg,Inside,Sawyer,Norm,1Fam,1Story,5,7,1967,Hip,CompShg,HdBoard,BrkFace,TA,TA,PConc,TA,TA,No,ALQ,864,Ex,Y,SBrkr,899,0,0,899,1,0,3,Gd,5,Typ,0,None,Attchd,1967.0,Fin,1,TA,TA,Y,64,0,0,0,0,0,None,6,WD,Normal,130000,0
500,RL,70.0,7535,IR1,Inside,NAmes,Norm,1Fam,1Story,5,7,1958,Gable,CompShg,MetalSd,None,TA,TA,CBlock,TA,TA,No,BLQ,912,Fa,Y,SBrkr,912,0,0,912,1,0,2,TA,5,Typ,0,None,Attchd,1958.0,Fin,1,TA,TA,Y,12,285,0,0,0,0,Shed,6,WD,Normal,120000,1
501,RM,21.0,1890,Reg,Inside,BrDale,Norm,Twnhs,2Story,6,5,1973,Gable,CompShg,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,672,TA,Y,SBrkr,672,546,0,1218,1,1,3,TA,7,Typ,0,None,Detchd,1973.0,Unf,1,TA,TA,Y,144,28,0,0,0,0,None,5,WD,Normal,113000,0
502,FV,75.0,9803,Reg,Inside,Somerst,Norm,1Fam,2Story,7,5,2005,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,866,Gd,Y,SBrkr,866,902,0,1768,2,1,3,Gd,7,Typ,0,None,Attchd,2005.0,RFn,2,TA,TA,Y,0,108,0,0,0,0,None,2,WD,Normal,226700,0
503,RL,70.0,9170,Reg,Corner,Edwards,Feedr,1Fam,1Story,5,7,1965,Hip,CompShg,MetalSd,None,TA,TA,CBlock,TA,TA,No,ALQ,1214,Ex,Y,SBrkr,1214,0,0,1214,1,0,2,TA,6,Typ,0,None,Detchd,1965.0,Unf,2,Fa,Fa,Y,0,0,184,0,0,0,Shed,4,WD,Normal,140000,1
504,RL,100.0,15602,IR1,Inside,Crawfor,Norm,1Fam,1Story,7,8,1959,Gable,CompShg,BrkFace,None,TA,TA,CBlock,TA,TA,No,ALQ,1501,TA,Y,SBrkr,1801,0,0,1801,2,0,1,TA,6,Typ,2,TA,Attchd,1959.0,Fin,2,TA,TA,Y,0,54,0,0,161,0,None,3,WD,Normal,289000,1
505,RL,24.0,2308,Reg,Inside,NPkVill,Norm,TwnhsE,2Story,6,5,1974,Gable,CompShg,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,855,TA,Y,SBrkr,855,467,0,1322,2,1,3,TA,6,Typ,1,Fa,Attchd,1974.0,Unf,2,TA,TA,Y,260,0,0,0,0,0,None,6,WD,Normal,147000,1
506,RM,60.0,7596,Reg,Inside,OldTown,Artery,Duplex,2Story,5,5,1952,Hip,CompShg,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,960,Gd,Y,SBrkr,960,1000,0,1960,2,0,4,TA,10,Typ,0,None,Detchd,1952.0,Unf,2,TA,TA,N,0,0,0,0,0,0,None,7,COD,Normal,124500,0
507,RL,80.0,9554,IR1,Inside,SawyerW,Norm,1Fam,2Story,8,5,1993,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,777,Ex,Y,SBrkr,1065,846,0,1911,2,1,3,Gd,8,Typ,1,TA,Attchd,1993.0,RFn,2,TA,TA,Y,182,81,0,0,0,0,None,9,WD,Normal,215000,0
508,FV,75.0,7862,IR1,Inside,Somerst,Norm,1Fam,1Story,6,5,2009,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,1218,Ex,Y,SBrkr,1218,0,0,1218,2,0,2,Gd,4,Typ,0,None,Attchd,2009.0,Fin,2,TA,TA,Y,0,102,0,0,0,0,None,9,New,Partial,208300,0
509,RM,60.0,9600,Reg,Inside,OldTown,Norm,1Fam,2Story,7,9,1928,Gambrel,CompShg,MetalSd,None,TA,Ex,BrkTil,TA,TA,No,Rec,689,Ex,Y,SBrkr,689,689,0,1378,2,0,3,Gd,7,Typ,1,Gd,Detchd,1928.0,Unf,2,TA,TA,N,0,0,116,0,0,0,None,10,WD,Normal,161000,0
510,RL,80.0,9600,Reg,Corner,NAmes,Norm,1Fam,1Story,5,6,1959,Gable,CompShg,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,1041,Ex,Y,SBrkr,1041,0,0,1041,1,0,3,TA,6,Typ,0,None,Attchd,1959.0,RFn,1,TA,TA,Y,224,88,0,0,0,0,None,7,WD,Normal,124500,1
511,RL,75.0,14559,Reg,Inside,NAmes,Norm,1Fam,1Story,5,7,1951,Hip,CompShg,Wd Sdng,BrkCmn,Gd,TA,CBlock,TA,TA,No,BLQ,1008,Ex,Y,SBrkr,1363,0,0,1363,1,0,2,TA,6,Min1,2,TA,CarPort,1951.0,Unf,1,TA,TA,Y,324,42,0,0,168,0,Shed,6,WD,Normal,164900,1
512,RL,40.0,6792,IR1,Inside,NridgHt,Norm,TwnhsE,1Story,7,5,2005,Gable,CompShg,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,1368,Ex,Y,SBrkr,1368,0,0,1368,2,0,2,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2,TA,TA,Y,132,35,0,0,0,0,None,3,New,Partial,202665,0
513,RL,70.0,9100,Reg,Corner,NAmes,Feedr,1Fam,1Story,5,5,1958,Gable,CompShg,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,864,TA,Y,SBrkr,864,0,0,864,1,0,3,TA,5,Typ,0,None,Detchd,1964.0,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,7,WD,Normal,129900,1
